Season,Game,WTeamID,LTeamID
2010,R0X16,1115,1457
2010,R1W1,1246,1190
2010,R1W8,1448,1400
2010,R1W5,1165,1396
2010,R1W4,1458,1459
2010,R1W6,1449,1266
2010,R1W3,1307,1285
2010,R1W7,1281,1155
2010,R1W2,1452,1288
2010,R1X1,1181,1115
2010,R1X8,1143,1257
2010,R1X5,1401,1429
2010,R1X4,1345,1373
2010,R1X6,1330,1323
2010,R1X3,1124,1358
2010,R1X7,1388,1350
2010,R1X2,1437,1352
2010,R1Y1,1242,1250
2010,R1Y8,1320,1424
2010,R1Y5,1277,1308
2010,R1Y4,1268,1222
2010,R1Y6,1397,1361
2010,R1Y3,1325,1207
2010,R1Y7,1210,1329
2010,R1Y2,1326,1364
2010,R1Z1,1393,1436
2010,R1Z8,1211,1199
2010,R1Z5,1139,1431
2010,R1Z4,1293,1435
2010,R1Z6,1462,1278
2010,R1Z3,1338,1324
2010,R1Z7,1140,1196
2010,R1Z2,1243,1317
2010,R2W1,1246,1448
2010,R2W4,1165,1458
2010,R2W3,1449,1307
2010,R2W2,1452,1281
2010,R2X1,1181,1143
2010,R2X4,1345,1401
2010,R2X3,1124,1330
2010,R2X2,1388,1437
2010,R2Y1,1320,1242
2010,R2Y4,1277,1268
2010,R2Y3,1397,1325
2010,R2Y2,1326,1210
2010,R2Z1,1393,1211
2010,R2Z4,1139,1293
2010,R2Z3,1462,1338
2010,R2Z2,1243,1140
2010,R3W1,1246,1165
2010,R3W2,1452,1449
2010,R3X1,1181,1345
2010,R3X2,1124,1388
2010,R3Y1,1277,1320
2010,R3Y2,1397,1326
2010,R3Z1,1139,1393
2010,R3Z2,1243,1462
2010,R4W1,1452,1246
2010,R4X1,1181,1124
2010,R4Y1,1277,1397
2010,R4Z1,1139,1243
2010,R5WX,1181,1452
2010,R5YZ,1139,1277
2010,R6CH,1181,1139
2011,R0W12,1155,1412
2011,R0W16,1427,1106
2011,R0Y16,1421,1114
2011,R0Z11,1433,1425
2011,R1W1,1326,1427
2011,R1W8,1206,1437
2011,R1W5,1452,1155
2011,R1W4,1246,1343
2011,R1W6,1266,1462
2011,R1W3,1393,1232
2011,R1W7,1449,1208
2011,R1W2,1314,1254
2011,R1X1,1181,1214
2011,R1X8,1276,1397
2011,R1X5,1112,1272
2011,R1X4,1400,1324
2011,R1X6,1153,1281
2011,R1X3,1163,1137
2011,R1X7,1396,1336
2011,R1X2,1361,1294
2011,R1Y1,1338,1421
2011,R1Y8,1139,1330
2011,R1Y5,1243,1429
2011,R1Y4,1458,1125
2011,R1Y6,1211,1385
2011,R1Y3,1140,1459
2011,R1Y7,1417,1277
2011,R1Y2,1196,1364
2011,R1Z1,1242,1131
2011,R1Z8,1228,1424
2011,R1Z5,1350,1435
2011,R1Z4,1287,1257
2011,R1Z6,1433,1207
2011,R1Z3,1345,1389
2011,R1Z7,1199,1401
2011,R1Z2,1323,1103
2011,R2W1,1326,1206
2011,R2W4,1246,1452
2011,R2W3,1266,1393
2011,R2W2,1314,1449
2011,R2X1,1181,1276
2011,R2X4,1112,1400
2011,R2X3,1163,1153
2011,R2X2,1361,1396
2011,R2Y1,1139,1338
2011,R2Y4,1458,1243
2011,R2Y3,1140,1211
2011,R2Y2,1196,1417
2011,R2Z1,1242,1228
2011,R2Z4,1350,1287
2011,R2Z3,1433,1345
2011,R2Z2,1199,1323
2011,R3W1,1246,1326
2011,R3W2,1314,1266
2011,R3X1,1112,1181
2011,R3X2,1163,1361
2011,R3Y1,1139,1458
2011,R3Y2,1196,1140
2011,R3Z1,1242,1350
2011,R3Z2,1433,1199
2011,R4W1,1246,1314
2011,R4X1,1163,1112
2011,R4Y1,1139,1196
2011,R4Z1,1433,1242
2011,R5WX,1163,1246
2011,R5YZ,1139,1433
2011,R6CH,1163,1139
2012,R0X12,1378,1143
2012,R0X16,1436,1249
2012,R0Y16,1443,1290
2012,R0Z14,1140,1233
2012,R1W1,1393,1421
2012,R1W8,1243,1379
2012,R1W5,1435,1217
2012,R1W4,1458,1285
2012,R1W6,1153,1400
2012,R1W3,1199,1382
2012,R1W7,1211,1452
2012,R1W2,1326,1259
2012,R1X1,1314,1436
2012,R1X8,1166,1104
2012,R1X5,1378,1396
2012,R1X4,1325,1276
2012,R1X6,1301,1361
2012,R1X3,1207,1125
2012,R1X7,1345,1388
2012,R1X2,1242,1178
2012,R1Y1,1246,1443
2012,R1Y8,1235,1163
2012,R1Y5,1433,1455
2012,R1Y4,1231,1308
2012,R1Y6,1160,1424
2012,R1Y3,1124,1355
2012,R1Y7,1462,1323
2012,R1Y2,1250,1181
2012,R1Z1,1277,1254
2012,R1Z8,1387,1272
2012,R1Z5,1307,1253
2012,R1Z4,1257,1172
2012,R1Z6,1293,1161
2012,R1Z3,1266,1140
2012,R1Z7,1196,1438
2012,R1Z2,1313,1281
2012,R2W1,1393,1243
2012,R2W4,1458,1435
2012,R2W3,1153,1199
2012,R2W2,1326,1211
2012,R2X1,1314,1166
2012,R2X4,1325,1378
2012,R2X3,1301,1207
2012,R2X2,1242,1345
2012,R2Y1,1246,1235
2012,R2Y4,1231,1433
2012,R2Y3,1124,1160
2012,R2Y2,1462,1250
2012,R2Z1,1277,1387
2012,R2Z4,1257,1307
2012,R2Z3,1266,1293
2012,R2Z2,1196,1313
2012,R3W1,1393,1458
2012,R3W2,1326,1153
2012,R3X1,1314,1325
2012,R3X2,1242,1301
2012,R3Y1,1246,1231
2012,R3Y2,1124,1462
2012,R3Z1,1257,1277
2012,R3Z2,1196,1266
2012,R4W1,1326,1393
2012,R4X1,1242,1314
2012,R4Y1,1246,1124
2012,R4Z1,1257,1196
2012,R5WX,1242,1326
2012,R5YZ,1246,1257
2012,R6CH,1246,1242
2013,R0W16,1241,1254
2013,R0Y11,1388,1292
2013,R0Y16,1299,1251
2013,R0Z13,1247,1129
2013,R1W1,1231,1241
2013,R1W8,1396,1301
2013,R1W5,1143,1424
2013,R1W4,1393,1285
2013,R1W6,1139,1137
2013,R1W3,1266,1172
2013,R1W7,1228,1160
2013,R1W2,1274,1334
2013,R1X1,1242,1443
2013,R1X8,1314,1437
2013,R1X5,1433,1103
2013,R1X4,1276,1355
2013,R1X6,1278,1417
2013,R1X3,1196,1322
2013,R1X7,1361,1328
2013,R1X2,1195,1207
2013,R1Y1,1257,1299
2013,R1Y8,1161,1281
2013,R1Y5,1332,1329
2013,R1Y4,1387,1308
2013,R1Y6,1272,1388
2013,R1Y3,1277,1434
2013,R1Y7,1166,1153
2013,R1Y2,1181,1107
2013,R1Z1,1211,1380
2013,R1Z8,1455,1338
2013,R1Z5,1279,1458
2013,R1Z4,1247,1243
2013,R1Z6,1112,1125
2013,R1Z3,1217,1307
2013,R1Z7,1235,1323
2013,R1Z2,1326,1233
2013,R2W1,1231,1396
2013,R2W4,1393,1143
2013,R2W3,1266,1139
2013,R2W2,1274,1228
2013,R2X1,1242,1314
2013,R2X4,1276,1433
2013,R2X3,1196,1278
2013,R2X2,1195,1361
2013,R2Y1,1257,1161
2013,R2Y4,1332,1387
2013,R2Y3,1277,1272
2013,R2Y2,1181,1166
2013,R2Z1,1455,1211
2013,R2Z4,1247,1279
2013,R2Z3,1112,1217
2013,R2Z2,1326,1235
2013,R3W1,1393,1231
2013,R3W2,1266,1274
2013,R3X1,1276,1242
2013,R3X2,1196,1195
2013,R3Y1,1257,1332
2013,R3Y2,1181,1277
2013,R3Z1,1455,1247
2013,R3Z2,1326,1112
2013,R4W1,1393,1266
2013,R4X1,1276,1196
2013,R4Y1,1257,1181
2013,R4Z1,1455,1326
2013,R5WX,1276,1393
2013,R5YZ,1257,1455
2013,R6CH,1257,1276
2014,R0X16,1107,1291
2014,R0Y11,1397,1234
2014,R0Y12,1301,1462
2014,R0Y16,1142,1411
2014,R1W1,1438,1157
2014,R1W8,1272,1203
2014,R1W5,1217,1153
2014,R1W4,1277,1174
2014,R1W6,1314,1344
2014,R1W3,1235,1300
2014,R1W7,1163,1386
2014,R1W2,1437,1454
2014,R1X1,1196,1107
2014,R1X8,1338,1160
2014,R1X5,1372,1433
2014,R1X4,1417,1409
2014,R1X6,1173,1326
2014,R1X3,1393,1444
2014,R1X7,1390,1307
2014,R1X2,1242,1184
2014,R1Y1,1455,1142
2014,R1Y8,1246,1243
2014,R1Y5,1387,1301
2014,R1Y4,1257,1264
2014,R1Y6,1397,1269
2014,R1Y3,1273,1181
2014,R1Y7,1400,1113
2014,R1Y2,1276,1459
2014,R1Z1,1112,1451
2014,R1Z8,1211,1329
2014,R1Z5,1295,1328
2014,R1Z4,1361,1308
2014,R1Z6,1124,1304
2014,R1Z3,1166,1418
2014,R1Z7,1332,1140
2014,R1Z2,1458,1110
2014,R2W1,1438,1272
2014,R2W4,1277,1217
2014,R2W3,1235,1314
2014,R2W2,1163,1437
2014,R2X1,1196,1338
2014,R2X4,1417,1372
2014,R2X3,1173,1393
2014,R2X2,1390,1242
2014,R2Y1,1246,1455
2014,R2Y4,1257,1387
2014,R2Y3,1397,1273
2014,R2Y2,1276,1400
2014,R2Z1,1112,1211
2014,R2Z4,1361,1295
2014,R2Z3,1124,1166
2014,R2Z2,1458,1332
2014,R3W1,1277,1438
2014,R3W2,1163,1235
2014,R3X1,1196,1417
2014,R3X2,1173,1390
2014,R3Y1,1246,1257
2014,R3Y2,1276,1397
2014,R3Z1,1112,1361
2014,R3Z2,1458,1124
2014,R4W1,1163,1277
2014,R4X1,1196,1173
2014,R4Y1,1246,1276
2014,R4Z1,1458,1112
2014,R5WX,1163,1196
2014,R5YZ,1246,1458
2014,R6CH,1163,1246
2015,R0W11,1173,1129
2015,R0X16,1352,1316
2015,R0Y16,1214,1264
2015,R0Z11,1279,1140
2015,R1W1,1437,1248
2015,R1W8,1301,1261
2015,R1W5,1320,1461
2015,R1W4,1257,1414
2015,R1W6,1173,1344
2015,R1W3,1328,1107
2015,R1W7,1277,1208
2015,R1W2,1438,1125
2015,R1X1,1181,1352
2015,R1X8,1361,1385
2015,R1X5,1428,1372
2015,R1X4,1207,1186
2015,R1X6,1417,1374
2015,R1X3,1412,1235
2015,R1X7,1234,1172
2015,R1X2,1211,1295
2015,R1Y1,1246,1214
2015,R1Y8,1153,1345
2015,R1Y5,1452,1138
2015,R1Y4,1268,1434
2015,R1Y6,1139,1400
2015,R1Y3,1323,1318
2015,R1Y7,1455,1231
2015,R1Y2,1242,1308
2015,R1Z1,1458,1157
2015,R1Z8,1332,1329
2015,R1Z5,1116,1459
2015,R1Z4,1314,1217
2015,R1Z6,1462,1279
2015,R1Z3,1209,1124
2015,R1Z7,1326,1433
2015,R1Z2,1112,1411
2015,R2W1,1301,1437
2015,R2W4,1257,1320
2015,R2W3,1328,1173
2015,R2W2,1277,1438
2015,R2X1,1181,1361
2015,R2X4,1428,1207
2015,R2X3,1417,1412
2015,R2X2,1211,1234
2015,R2Y1,1246,1153
2015,R2Y4,1452,1268
2015,R2Y3,1323,1139
2015,R2Y2,1455,1242
2015,R2Z1,1458,1332
2015,R2Z4,1314,1116
2015,R2Z3,1462,1209
2015,R2Z2,1112,1326
2015,R3W1,1257,1301
2015,R3W2,1277,1328
2015,R3X1,1181,1428
2015,R3X2,1211,1417
2015,R3Y1,1246,1452
2015,R3Y2,1323,1455
2015,R3Z1,1458,1314
2015,R3Z2,1112,1462
2015,R4W1,1277,1257
2015,R4X1,1181,1211
2015,R4Y1,1246,1323
2015,R4Z1,1458,1112
2015,R5WX,1181,1277
2015,R5YZ,1458,1246
2015,R6CH,1181,1458
2016,R0W11,1276,1409
2016,R0W16,1195,1192
2016,R0Y11,1455,1435
2016,R0Z16,1221,1380
2016,R1W1,1314,1195
2016,R1W8,1344,1425
2016,R1W5,1231,1151
2016,R1W4,1246,1392
2016,R1W6,1323,1276
2016,R1W3,1372,1452
2016,R1W7,1458,1338
2016,R1W2,1462,1451
2016,R1X1,1438,1214
2016,R1X8,1139,1403
2016,R1X5,1114,1345
2016,R1X4,1235,1233
2016,R1X6,1211,1371
2016,R1X3,1428,1201
2016,R1X7,1393,1173
2016,R1X2,1292,1277
2016,R1Y1,1242,1122
2016,R1Y8,1163,1160
2016,R1Y5,1268,1355
2016,R1Y4,1218,1143
2016,R1Y6,1455,1112
2016,R1Y3,1274,1138
2016,R1Y7,1234,1396
2016,R1Y2,1437,1421
2016,R1Z1,1332,1221
2016,R1Z8,1386,1153
2016,R1Z5,1463,1124
2016,R1Z4,1181,1423
2016,R1Z6,1320,1400
2016,R1Z3,1401,1453
2016,R1Z7,1433,1333
2016,R1Z2,1328,1167
2016,R2W1,1314,1344
2016,R2W4,1231,1246
2016,R2W3,1323,1372
2016,R2W2,1458,1462
2016,R2X1,1438,1139
2016,R2X4,1235,1114
2016,R2X3,1211,1428
2016,R2X2,1393,1292
2016,R2Y1,1242,1163
2016,R2Y4,1268,1218
2016,R2Y3,1274,1455
2016,R2Y2,1437,1234
2016,R2Z1,1332,1386
2016,R2Z4,1181,1463
2016,R2Z3,1401,1320
2016,R2Z2,1328,1433
2016,R3W1,1314,1231
2016,R3W2,1323,1458
2016,R3X1,1438,1235
2016,R3X2,1393,1211
2016,R3Y1,1242,1268
2016,R3Y2,1437,1274
2016,R3Z1,1332,1181
2016,R3Z2,1328,1401
2016,R4W1,1314,1323
2016,R4X1,1393,1438
2016,R4Y1,1437,1242
2016,R4Z1,1328,1332
2016,R5WX,1314,1393
2016,R5YZ,1437,1328
2016,R6CH,1437,1314
2017,R0W11,1425,1344
2017,R0W16,1291,1309
2017,R0Y16,1413,1300
2017,R0Z11,1243,1448
2017,R1W1,1437,1291
2017,R1W8,1458,1439
2017,R1W5,1438,1423
2017,R1W4,1196,1190
2017,R1W6,1425,1374
2017,R1W3,1124,1308
2017,R1W7,1376,1266
2017,R1W2,1181,1407
2017,R1X1,1211,1355
2017,R1X8,1321,1435
2017,R1X5,1323,1343
2017,R1X4,1452,1137
2017,R1X6,1462,1268
2017,R1X3,1199,1195
2017,R1X7,1388,1433
2017,R1X2,1112,1315
2017,R1Y1,1242,1413
2017,R1Y8,1277,1274
2017,R1Y5,1235,1305
2017,R1Y4,1345,1436
2017,R1Y6,1348,1166
2017,R1Y3,1332,1233
2017,R1Y7,1276,1329
2017,R1Y2,1257,1240
2017,R1Z1,1314,1411
2017,R1Z8,1116,1371
2017,R1Z5,1292,1278
2017,R1Z4,1139,1457
2017,R1Z6,1153,1243
2017,R1Z3,1417,1245
2017,R1Z7,1455,1173
2017,R1Z2,1246,1297
2017,R2W1,1458,1437
2017,R2W4,1196,1438
2017,R2W3,1124,1425
2017,R2W2,1376,1181
2017,R2X1,1211,1321
2017,R2X4,1452,1323
2017,R2X3,1462,1199
2017,R2X2,1112,1388
2017,R2Y1,1242,1277
2017,R2Y4,1345,1235
2017,R2Y3,1332,1348
2017,R2Y2,1276,1257
2017,R2Z1,1314,1116
2017,R2Z4,1139,1292
2017,R2Z3,1417,1153
2017,R2Z2,1246,1455
2017,R3W1,1196,1458
2017,R3W2,1376,1124
2017,R3X1,1211,1452
2017,R3X2,1462,1112
2017,R3Y1,1242,1345
2017,R3Y2,1332,1276
2017,R3Z1,1314,1139
2017,R3Z2,1246,1417
2017,R4W1,1376,1196
2017,R4X1,1211,1462
2017,R4Y1,1332,1242
2017,R4Z1,1314,1246
2017,R5WX,1211,1376
2017,R5YZ,1314,1332
2017,R6CH,1314,1211
2018,R0W11,1382,1417
2018,R0W16,1347,1254
2018,R0X11,1393,1113
2018,R0Z16,1411,1300
2018,R1W1,1437,1347
2018,R1W8,1104,1439
2018,R1W5,1452,1293
2018,R1W4,1267,1455
2018,R1W6,1196,1382
2018,R1W3,1403,1372
2018,R1W7,1139,1116
2018,R1W2,1345,1168
2018,R1X1,1242,1335
2018,R1X8,1371,1301
2018,R1X5,1155,1308
2018,R1X4,1120,1158
2018,R1X6,1393,1395
2018,R1X3,1277,1137
2018,R1X7,1348,1328
2018,R1X2,1181,1233
2018,R1Y1,1420,1438
2018,R1Y8,1243,1166
2018,R1Y5,1246,1172
2018,R1Y4,1138,1112
2018,R1Y6,1260,1274
2018,R1Y3,1397,1460
2018,R1Y7,1305,1400
2018,R1Y2,1153,1209
2018,R1Z1,1462,1411
2018,R1Z8,1199,1281
2018,R1Z5,1326,1355
2018,R1Z4,1211,1422
2018,R1Z6,1222,1361
2018,R1Z3,1276,1285
2018,R1Z7,1401,1344
2018,R1Z2,1314,1252
2018,R2W1,1437,1104
2018,R2W4,1452,1267
2018,R2W3,1403,1196
2018,R2W2,1345,1139
2018,R2X1,1242,1371
2018,R2X4,1155,1120
2018,R2X3,1393,1277
2018,R2X2,1181,1348
2018,R2Y1,1243,1420
2018,R2Y4,1246,1138
2018,R2Y3,1260,1397
2018,R2Y2,1305,1153
2018,R2Z1,1199,1462
2018,R2Z4,1211,1326
2018,R2Z3,1276,1222
2018,R2Z2,1401,1314
2018,R3W1,1437,1452
2018,R3W2,1403,1345
2018,R3X1,1242,1155
2018,R3X2,1181,1393
2018,R3Y1,1243,1246
2018,R3Y2,1260,1305
2018,R3Z1,1199,1211
2018,R3Z2,1276,1401
2018,R4W1,1437,1403
2018,R4X1,1242,1181
2018,R4Y1,1260,1243
2018,R4Z1,1276,1199
2018,R5WX,1437,1242
2018,R5YZ,1276,1260
2018,R6CH,1437,1276
2019,R0W11,1125,1396
2019,R0W16,1295,1300
2019,R0X11,1113,1385
2019,R0X16,1192,1341
2019,R1W1,1181,1295
2019,R1W8,1416,1433
2019,R1W5,1251,1280
2019,R1W4,1439,1387
2019,R1W6,1268,1125
2019,R1W3,1261,1463
2019,R1W7,1278,1257
2019,R1W2,1277,1133
2019,R1X1,1211,1192
2019,R1X8,1124,1393
2019,R1X5,1293,1266
2019,R1X4,1199,1436
2019,R1X6,1138,1113
2019,R1X3,1403,1297
2019,R1X7,1196,1305
2019,R1X2,1276,1285
2019,R1Y1,1314,1233
2019,R1Y8,1449,1429
2019,R1Y5,1120,1308
2019,R1Y4,1242,1318
2019,R1Y6,1326,1235
2019,R1Y3,1222,1209
2019,R1Y7,1459,1371
2019,R1Y2,1246,1101
2019,R1Z1,1438,1205
2019,R1Z8,1328,1279
2019,R1Z5,1332,1458
2019,R1Z4,1414,1243
2019,R1Z6,1437,1388
2019,R1Z3,1345,1330
2019,R1Z7,1234,1153
2019,R1Z2,1397,1159
2019,R2W1,1181,1416
2019,R2W4,1439,1251
2019,R2W3,1261,1268
2019,R2W2,1277,1278
2019,R2X1,1211,1124
2019,R2X4,1199,1293
2019,R2X3,1403,1138
2019,R2X2,1276,1196
2019,R2Y1,1314,1449
2019,R2Y4,1120,1242
2019,R2Y3,1222,1326
2019,R2Y2,1246,1459
2019,R2Z1,1438,1328
2019,R2Z4,1332,1414
2019,R2Z3,1345,1437
2019,R2Z2,1397,1234
2019,R3W1,1181,1439
2019,R3W2,1277,1261
2019,R3X1,1211,1199
2019,R3X2,1403,1276
2019,R3Y1,1120,1314
2019,R3Y2,1246,1222
2019,R3Z1,1438,1332
2019,R3Z2,1345,1397
2019,R4W1,1277,1181
2019,R4X1,1403,1211
2019,R4Y1,1120,1246
2019,R4Z1,1438,1345
2019,R5WX,1403,1277
2019,R5YZ,1438,1120
2019,R6CH,1438,1403
2021,R0W11,1417,1277
2021,R0W16,1411,1291
2021,R0X11,1179,1455
2021,R0X16,1313,1111
2021,R1W1,1276,1411
2021,R1W8,1261,1382
2021,R1W5,1160,1207
2021,R1W4,1199,1422
2021,R1W6,1417,1140
2021,R1W3,1101,1400
2021,R1W7,1268,1163
2021,R1W2,1104,1233
2021,R1X1,1211,1313
2021,R1X8,1328,1281
2021,R1X5,1166,1364
2021,R1X4,1325,1438
2021,R1X6,1425,1179
2021,R1X3,1242,1186
2021,R1X7,1332,1433
2021,R1X2,1234,1213
2021,R1Y1,1228,1180
2021,R1Y8,1260,1210
2021,R1Y5,1333,1397
2021,R1Y4,1329,1251
2021,R1Y6,1393,1361
2021,R1Y3,1452,1287
2021,R1Y7,1353,1155
2021,R1Y2,1222,1156
2021,R1Z1,1124,1216
2021,R1Z8,1458,1314
2021,R1Z5,1437,1457
2021,R1Z4,1317,1345
2021,R1Z6,1403,1429
2021,R1Z3,1116,1159
2021,R1Z7,1196,1439
2021,R1Z2,1331,1326
2021,R2W1,1276,1261
2021,R2W4,1199,1160
2021,R2W3,1417,1101
2021,R2W2,1104,1268
2021,R2X1,1211,1328
2021,R2X4,1166,1325
2021,R2X3,1425,1242
2021,R2X2,1332,1234
2021,R2Y1,1260,1228
2021,R2Y4,1333,1329
2021,R2Y3,1393,1452
2021,R2Y2,1222,1353
2021,R2Z1,1124,1458
2021,R2Z4,1437,1317
2021,R2Z3,1116,1403
2021,R2Z2,1331,1196
2021,R3W1,1276,1199
2021,R3W2,1417,1104
2021,R3X1,1211,1166
2021,R3X2,1425,1332
2021,R3Y1,1333,1260
2021,R3Y2,1222,1393
2021,R3Z1,1124,1437
2021,R3Z2,1116,1331
2021,R4W1,1417,1276
2021,R4X1,1211,1425
2021,R4Y1,1222,1333
2021,R4Z1,1124,1116
2021,R5WX,1211,1417
2021,R5YZ,1124,1222
2021,R6CH,1124,1211
2022,R0W12,1231,1461
2022,R0X11,1323,1353
2022,R0Y16,1411,1394
2022,R0Z16,1460,1136
2022,R1W1,1124,1313
2022,R1W8,1314,1266
2022,R1W5,1388,1231
2022,R1W4,1417,1103
2022,R1W6,1400,1439
2022,R1W3,1345,1463
2022,R1W7,1293,1362
2022,R1W2,1389,1246
2022,R1X1,1211,1209
2022,R1X8,1272,1129
2022,R1X5,1308,1163
2022,R1X4,1116,1436
2022,R1X6,1323,1104
2022,R1X3,1403,1286
2022,R1X7,1277,1172
2022,R1X2,1181,1168
2022,R1Y1,1242,1411
2022,R1Y8,1166,1361
2022,R1Y5,1350,1234
2022,R1Y4,1344,1355
2022,R1Y6,1235,1261
2022,R1Y3,1458,1159
2022,R1Y7,1274,1425
2022,R1Y2,1120,1240
2022,R1Z1,1112,1460
2022,R1Z8,1395,1371
2022,R1Z5,1222,1412
2022,R1Z4,1228,1151
2022,R1Z6,1276,1161
2022,R1Z3,1397,1255
2022,R1Z7,1326,1260
2022,R1Z2,1437,1174
2022,R2W1,1314,1124
2022,R2W4,1417,1388
2022,R2W3,1345,1400
2022,R2W2,1389,1293
2022,R2X1,1211,1272
2022,R2X4,1116,1308
2022,R2X3,1403,1323
2022,R2X2,1181,1277
2022,R2Y1,1242,1166
2022,R2Y4,1344,1350
2022,R2Y3,1235,1458
2022,R2Y2,1274,1120
2022,R2Z1,1112,1395
2022,R2Z4,1222,1228
2022,R2Z3,1276,1397
2022,R2Z2,1437,1326
2022,R3W1,1314,1417
2022,R3W2,1389,1345
2022,R3X1,1116,1211
2022,R3X2,1181,1403
2022,R3Y1,1242,1344
2022,R3Y2,1274,1235
2022,R3Z1,1222,1112
2022,R3Z2,1437,1276
2022,R4W1,1314,1389
2022,R4X1,1181,1116
2022,R4Y1,1242,1274
2022,R4Z1,1437,1222
2022,R5WX,1314,1181
2022,R5YZ,1242,1437
2022,R6CH,1242,1314
2023,R0W16,1192,1411
2023,R0X16,1394,1369
2023,R0Y11,1338,1280
2023,R0Z11,1113,1305
2023,R1W1,1192,1345
2023,R1W8,1194,1272
2023,R1W5,1181,1331
2023,R1W4,1397,1418
2023,R1W6,1246,1344
2023,R1W3,1243,1286
2023,R1W7,1277,1425
2023,R1W2,1266,1436
2023,R1X1,1104,1394
2023,R1X8,1268,1452
2023,R1X5,1361,1158
2023,R1X4,1202,1438
2023,R1X6,1166,1301
2023,R1X3,1124,1364
2023,R1X7,1281,1429
2023,R1X2,1343,1112
2023,R1Y1,1222,1297
2023,R1Y8,1120,1234
2023,R1Y5,1274,1179
2023,R1Y4,1231,1245
2023,R1Y6,1338,1235
2023,R1Y3,1462,1244
2023,R1Y7,1336,1401
2023,R1Y2,1400,1159
2023,R1Z1,1242,1224
2023,R1Z8,1116,1228
2023,R1Z5,1388,1433
2023,R1Z4,1163,1233
2023,R1Z6,1395,1113
2023,R1Z3,1211,1213
2023,R1Z7,1321,1129
2023,R1Z2,1417,1421
2023,R2W1,1194,1192
2023,R2W4,1397,1181
2023,R2W3,1243,1246
2023,R2W2,1277,1266
2023,R2X1,1104,1268
2023,R2X4,1361,1202
2023,R2X3,1166,1124
2023,R2X2,1343,1281
2023,R2Y1,1222,1120
2023,R2Y4,1274,1231
2023,R2Y3,1462,1338
2023,R2Y2,1400,1336
2023,R2Z1,1116,1242
2023,R2Z4,1163,1388
2023,R2Z3,1211,1395
2023,R2Z2,1417,1321
2023,R3W1,1194,1397
2023,R3W2,1243,1277
2023,R3X1,1361,1104
2023,R3X2,1166,1343
2023,R3Y1,1274,1222
2023,R3Y2,1400,1462
2023,R3Z1,1163,1116
2023,R3Z2,1211,1417
2023,R4W1,1194,1243
2023,R4X1,1361,1166
2023,R4Y1,1274,1400
2023,R4Z1,1163,1211
2023,R5WX,1361,1194
2023,R5YZ,1163,1274
2023,R6CH,1163,1361
2024,R0X16,1447,1224
2024,R0Y10,1161,1438
2024,R0Y16,1212,1286
2024,R0Z10,1160,1129
2024,R1W1,1163,1391
2024,R1W8,1321,1194
2024,R1W5,1361,1412
2024,R1W4,1463,1120
2024,R1W6,1182,1140
2024,R1W3,1228,1287
2024,R1W7,1450,1179
2024,R1W2,1235,1355
2024,R1X1,1314,1447
2024,R1X8,1277,1280
2024,R1X5,1213,1388
2024,R1X4,1104,1158
2024,R1X6,1155,1307
2024,R1X3,1124,1159
2024,R1X7,1173,1305
2024,R1X2,1112,1253
2024,R1Y1,1345,1212
2024,R1Y8,1429,1395
2024,R1Y5,1211,1270
2024,R1Y4,1242,1359
2024,R1Y6,1332,1376
2024,R1Y3,1166,1103
2024,R1Y7,1400,1161
2024,R1Y2,1397,1389
2024,R1Z1,1222,1255
2024,R1Z8,1401,1304
2024,R1Z5,1241,1458
2024,R1Z4,1181,1436
2024,R1Z6,1301,1403
2024,R1Z3,1324,1246
2024,R1Z7,1160,1196
2024,R1Z2,1266,1443
2024,R2W1,1163,1321
2024,R2W4,1361,1463
2024,R2W3,1228,1182
2024,R2W2,1235,1450
2024,R2X1,1314,1277
2024,R2X4,1104,1213
2024,R2X3,1155,1124
2024,R2X2,1112,1173
2024,R2Y1,1345,1429
2024,R2Y4,1211,1242
2024,R2Y3,1166,1332
2024,R2Y2,1397,1400
2024,R2Z1,1222,1401
2024,R2Z4,1181,1241
2024,R2Z3,1301,1324
2024,R2Z2,1266,1160
2024,R3W1,1163,1361
2024,R3W2,1228,1235
2024,R3X1,1104,1314
2024,R3X2,1155,1112
2024,R3Y1,1345,1211
2024,R3Y2,1397,1166
2024,R3Z1,1181,1222
2024,R3Z2,1301,1266
2024,R4W1,1163,1228
2024,R4X1,1104,1155
2024,R4Y1,1345,1397
2024,R4Z1,1301,1181
2024,R5WX,1163,1104
2024,R5YZ,1345,1301
2024,R6CH,1163,1345